,loc,v(g),ev(g),iv(g),v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,complex_by_line,code_by_cmtblank,lines,Opratio,Opndratio
10667,15.0,6.0,1.0,5.0,332.84,0.08,13.2,25.22,4393.52,0.11,244.08,12.0,0.0,1.0,12.0,15.0,37.0,33.0,11.0,0,0.8,12.0,13.5,0.32432432432432434,0.45454545454545453
2719,22.0,5.0,5.0,3.0,330.34,0.05,18.46,17.89,6098.63,0.11,338.81,14.0,1.0,2.0,16.0,13.0,38.0,30.0,9.0,0,0.5909090909090909,4.666666666666667,18.0,0.42105263157894735,0.43333333333333335
810,81.0,6.0,1.0,6.0,1104.71,0.1,9.58,115.33,10581.98,0.37,587.89,41.0,29.0,7.0,8.0,38.0,109.0,91.0,11.0,1,0.16049382716049382,1.1388888888888888,61.0,0.07339449541284404,0.4175824175824176
9281,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,4.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,4.0,1.0,1.0
8273,79.0,18.0,12.0,8.0,1607.89,0.03,31.34,51.31,50387.2,0.54,2799.29,59.0,5.0,12.0,23.0,40.0,160.0,109.0,35.0,0,0.4810126582278481,3.4705882352941178,69.0,0.14375,0.3669724770642202
6693,4.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
9090,27.0,6.0,4.0,5.0,380.0,0.08,12.35,30.76,4694.12,0.13,260.77,21.0,0.0,4.0,15.0,17.0,48.0,28.0,11.0,0,0.5555555555555556,5.25,24.0,0.3125,0.6071428571428571
2704,27.0,5.0,5.0,5.0,256.76,0.13,7.56,33.95,1941.78,0.09,107.88,12.0,7.0,4.0,11.0,16.0,32.0,22.0,9.0,0,0.5555555555555556,1.0909090909090908,19.5,0.34375,0.7272727272727273
7068,21.0,4.0,1.0,3.0,245.34,0.13,7.88,31.15,1932.09,0.08,107.34,18.0,0.0,1.0,14.0,16.0,32.0,18.0,5.0,0,0.38095238095238093,18.0,19.5,0.4375,0.8888888888888888
7212,9.0,2.0,1.0,2.0,76.15,0.3,3.38,22.56,257.0,0.03,14.28,6.0,0.0,1.0,6.0,8.0,11.0,9.0,3.0,0,0.5555555555555556,6.0,7.5,0.5454545454545454,0.8888888888888888
42,69.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,0.18840579710144928,0.0,34.5,0.0,0.0
5581,30.0,8.0,1.0,1.0,294.41,0.14,7.0,42.06,2060.88,0.1,114.49,28.0,0.0,0.0,14.0,16.0,44.0,16.0,9.0,0,0.3333333333333333,0.0,29.0,0.3181818181818182,1.0
1161,229.0,10.0,1.0,10.0,5445.25,0.02,50.07,108.74,272666.01,1.82,15148.11,177.0,13.0,37.0,24.0,81.0,473.0,338.0,17.0,1,0.09170305676855896,3.54,203.0,0.0507399577167019,0.23964497041420119
434,44.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,0.2727272727272727,0.0,22.0,0.0,0.0
9234,23.0,1.0,1.0,1.0,420.0,0.2,4.9,85.71,2058.0,0.14,114.33,15.0,0.0,6.0,7.0,25.0,49.0,35.0,1.0,0,0.13043478260869565,2.5,19.0,0.14285714285714285,0.7142857142857143
7178,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,2.0,1.0,0.0
7449,19.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.2631578947368421,0.0,9.5,0.0,0.0
8454,24.0,1.0,1.0,1.0,375.0,0.15,6.65,56.37,2494.57,0.13,138.59,15.0,0.0,6.0,9.0,23.0,41.0,34.0,1.0,0,0.125,2.5,19.5,0.21951219512195122,0.6764705882352942
9455,11.0,2.0,1.0,1.0,100.08,0.18,5.63,17.79,562.94,0.03,31.27,7.0,0.0,2.0,10.0,8.0,15.0,9.0,3.0,0,0.36363636363636365,3.5,9.0,0.6666666666666666,0.8888888888888888
5257,20.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.35,0.0,10.0,0.0,0.0
10465,6.0,1.0,1.0,1.0,38.04,0.5,2.0,19.02,76.08,0.01,4.23,4.0,0.0,0.0,4.0,5.0,7.0,5.0,1.0,0,0.5,0.0,5.0,0.5714285714285714,1.0
10868,10.0,2.0,1.0,2.0,73.08,0.15,6.75,10.83,493.31,0.02,27.41,7.0,0.0,1.0,6.0,4.0,13.0,9.0,3.0,0,0.5,7.0,8.5,0.46153846153846156,0.4444444444444444
20,110.0,17.0,13.0,8.0,2069.26,0.03,33.41,61.94,69127.22,0.69,3840.4,81.0,13.0,14.0,27.0,59.0,176.0,146.0,33.0,1,0.34545454545454546,3.0,95.5,0.1534090909090909,0.4041095890410959
359,57.0,5.0,1.0,4.0,528.81,0.05,18.38,28.78,9716.87,0.18,539.83,39.0,3.0,9.0,12.0,16.0,61.0,49.0,9.0,1,0.17543859649122806,3.25,48.0,0.19672131147540983,0.32653061224489793
1536,34.0,4.0,1.0,4.0,373.29,0.09,10.68,34.94,3988.26,0.12,221.57,27.0,0.0,5.0,14.0,19.0,45.0,29.0,7.0,1,0.2647058823529412,5.4,30.5,0.3111111111111111,0.6551724137931034
3767,8.0,1.0,1.0,1.0,95.91,0.16,6.29,15.26,602.85,0.03,33.49,4.0,0.0,2.0,11.0,7.0,15.0,8.0,1.0,0,0.375,2.0,6.0,0.7333333333333333,0.875
4822,16.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.6875,0.0,8.0,0.0,0.0
5478,12.0,2.0,1.0,2.0,241.48,0.15,6.75,35.77,1629.99,0.08,90.56,9.0,0.0,1.0,9.0,16.0,28.0,24.0,3.0,0,0.4166666666666667,9.0,10.5,0.32142857142857145,0.6666666666666666
10080,42.0,2.0,1.0,2.0,739.05,0.02,65.33,11.31,48284.58,0.25,2682.48,28.0,3.0,8.0,14.0,6.0,115.0,56.0,3.0,0,0.11904761904761904,2.5454545454545454,35.0,0.12173913043478261,0.10714285714285714
7466,23.0,11.0,11.0,11.0,646.29,0.05,21.47,30.1,13878.22,0.22,771.01,20.0,0.0,1.0,16.0,19.0,75.0,51.0,21.0,0,1.434782608695652,20.0,21.5,0.21333333333333335,0.37254901960784315
8516,16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.3125,0.0,8.0,0.0,0.0
7463,7.0,2.0,1.0,2.0,144.43,0.14,7.22,20.0,1043.09,0.05,57.95,4.0,0.0,1.0,10.0,9.0,21.0,13.0,3.0,0,0.7142857142857143,4.0,5.5,0.47619047619047616,0.6923076923076923
2498,33.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0.5151515151515151,0.0,16.5,0.0,0.0
6159,223.0,27.0,1.0,27.0,4604.44,0.02,57.02,80.75,262548.84,1.53,14586.05,181.0,6.0,34.0,46.0,96.0,406.0,238.0,36.0,0,0.24663677130044842,4.525,202.0,0.11330049261083744,0.40336134453781514
6963,89.0,9.0,1.0,9.0,1294.51,0.05,21.84,59.28,28269.3,0.43,1570.52,65.0,7.0,13.0,16.0,37.0,125.0,101.0,17.0,0,0.21348314606741572,3.25,77.0,0.128,0.36633663366336633
2574,17.0,2.0,1.0,1.0,144.95,0.11,9.33,15.53,1352.83,0.05,75.16,7.0,3.0,4.0,12.0,9.0,19.0,14.0,3.0,0,0.23529411764705882,1.0,12.0,0.631578947368421,0.6428571428571429
10813,16.0,3.0,1.0,3.0,169.92,0.11,9.0,18.88,1529.25,0.06,84.96,12.0,0.0,2.0,9.0,10.0,20.0,20.0,5.0,0,0.4375,6.0,14.0,0.45,0.5
10694,10.0,2.0,1.0,2.0,120.93,0.14,7.0,17.28,846.49,0.04,47.03,7.0,0.0,1.0,9.0,9.0,15.0,14.0,3.0,0,0.5,7.0,8.5,0.6,0.6428571428571429
10029,7.0,2.0,1.0,2.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,5.0,0.0,0.0,5.0,3.0,6.0,3.0,3.0,0,0.7142857142857143,0.0,6.0,0.8333333333333334,1.0
7799,15.0,2.0,1.0,2.0,162.85,0.23,4.27,38.17,694.82,0.05,38.6,11.0,0.0,1.0,8.0,15.0,20.0,16.0,3.0,0,0.3333333333333333,11.0,13.0,0.4,0.9375
4101,18.0,2.0,1.0,1.0,235.23,0.11,9.17,25.66,2156.23,0.08,119.79,13.0,0.0,2.0,11.0,12.0,32.0,20.0,3.0,0,0.2222222222222222,6.5,15.5,0.34375,0.6
7197,87.0,7.0,5.0,6.0,2983.52,0.03,38.91,76.68,116083.73,0.99,6449.1,79.0,0.0,5.0,23.0,60.0,265.0,203.0,10.0,0,0.20689655172413793,15.8,83.0,0.08679245283018867,0.2955665024630542
7554,55.0,12.0,8.0,11.0,1411.56,0.03,29.75,47.45,41993.89,0.47,2332.99,48.0,0.0,3.0,21.0,36.0,140.0,102.0,23.0,0,0.5636363636363636,16.0,51.5,0.15,0.35294117647058826
6268,61.0,16.0,5.0,10.0,2337.59,0.02,55.98,41.76,130847.79,0.78,7269.32,50.0,2.0,7.0,27.0,41.0,214.0,170.0,31.0,0,0.5081967213114754,5.555555555555555,55.5,0.1261682242990654,0.2411764705882353
8088,15.0,2.0,1.0,2.0,237.74,0.09,10.77,22.08,2560.32,0.08,142.24,12.0,0.0,1.0,14.0,13.0,30.0,20.0,3.0,0,0.3333333333333333,12.0,13.5,0.4666666666666667,0.65
3703,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.42857142857142855,0.0,3.5,0.0,0.0
1567,136.0,10.0,3.0,7.0,1813.42,0.03,34.5,52.56,62562.83,0.6,3475.71,77.0,27.0,25.0,20.0,40.0,169.0,138.0,19.0,1,0.14705882352941177,1.4807692307692308,106.5,0.11834319526627218,0.2898550724637681
9369,6.0,3.0,3.0,2.0,58.6,0.22,4.5,13.02,263.72,0.02,14.65,3.0,0.0,1.0,9.0,6.0,9.0,6.0,5.0,0,1.3333333333333333,3.0,4.5,1.0,1.0
4713,19.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.6842105263157895,0.0,9.5,0.0,0.0
8352,18.0,1.0,1.0,1.0,186.56,0.08,12.6,14.81,2350.66,0.06,130.59,8.0,0.0,8.0,9.0,5.0,35.0,14.0,1.0,0,0.16666666666666666,1.0,13.0,0.2571428571428571,0.35714285714285715
7126,22.0,3.0,1.0,3.0,318.95,0.12,8.67,36.8,2764.22,0.11,153.57,16.0,0.0,4.0,12.0,18.0,39.0,26.0,5.0,0,0.3181818181818182,4.0,19.0,0.3076923076923077,0.6923076923076923
9106,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,2.0,1.0,0.0
8921,37.0,14.0,14.0,13.0,845.66,0.06,17.64,47.94,14917.52,0.28,828.75,32.0,0.0,2.0,14.0,25.0,97.0,63.0,27.0,0,1.1081081081081081,16.0,34.5,0.14432989690721648,0.3968253968253968
527,129.0,16.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1,0.2558139534883721,0.0,64.5,0.0,0.0
953,28.0,2.0,1.0,2.0,446.93,0.08,13.0,34.38,5810.15,0.15,322.79,19.0,1.0,5.0,13.0,16.0,60.0,32.0,3.0,1,0.17857142857142858,3.1666666666666665,23.5,0.21666666666666667,0.5
5712,46.0,5.0,1.0,5.0,795.78,0.06,17.77,44.77,14144.41,0.27,785.8,37.0,1.0,5.0,19.0,31.0,83.0,58.0,9.0,0,0.2391304347826087,6.166666666666667,41.5,0.2289156626506024,0.5344827586206896
3741,11.0,1.0,1.0,1.0,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6.0,0.0,3.0,11.0,10.0,29.0,16.0,1.0,0,0.2727272727272727,2.0,8.5,0.3793103448275862,0.625
8663,21.0,4.0,1.0,2.0,294.41,0.1,10.32,28.52,3039.39,0.1,168.85,15.0,0.0,4.0,13.0,17.0,33.0,27.0,7.0,0,0.3333333333333333,3.75,18.0,0.3939393939393939,0.6296296296296297
5242,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
1901,51.0,5.0,1.0,5.0,581.39,0.13,7.5,77.52,4360.46,0.19,242.25,34.0,1.0,14.0,9.0,30.0,60.0,50.0,9.0,1,0.21568627450980393,2.2666666666666666,42.5,0.15,0.6
472,96.0,7.0,4.0,3.0,1112.38,0.03,35.22,31.59,39175.27,0.37,2176.4,58.0,29.0,6.0,20.0,23.0,124.0,81.0,13.0,1,0.14583333333333334,1.6571428571428573,77.0,0.16129032258064516,0.2839506172839506
7054,20.0,2.0,1.0,1.0,277.33,0.19,5.34,51.91,1481.5,0.09,82.31,13.0,1.0,4.0,7.0,19.0,30.0,29.0,3.0,0,0.2,2.6,16.5,0.23333333333333334,0.6551724137931034
5626,15.0,2.0,1.0,2.0,189.99,0.14,7.33,25.91,1393.26,0.06,77.4,9.0,0.0,3.0,11.0,12.0,26.0,16.0,3.0,0,0.3333333333333333,3.0,12.0,0.4230769230769231,0.75
6181,33.0,10.0,1.0,7.0,739.74,0.03,30.59,24.18,22627.41,0.25,1257.08,26.0,0.0,5.0,20.0,17.0,90.0,52.0,19.0,0,0.5454545454545454,5.2,29.5,0.2222222222222222,0.3269230769230769
6799,159.0,30.0,22.0,17.0,3617.45,0.02,47.36,76.37,171338.24,1.21,9518.79,129.0,7.0,21.0,23.0,59.0,326.0,243.0,59.0,0,0.4339622641509434,4.607142857142857,144.0,0.0705521472392638,0.24279835390946503
9858,15.0,3.0,1.0,2.0,88.81,0.14,7.2,12.33,639.44,0.03,35.52,11.0,0.0,2.0,8.0,5.0,15.0,9.0,5.0,0,0.4,5.5,13.0,0.5333333333333333,0.5555555555555556
857,19.0,3.0,1.0,3.0,284.6,0.08,12.0,23.72,3415.2,0.09,189.73,12.0,0.0,5.0,16.0,14.0,37.0,21.0,5.0,1,0.3684210526315789,2.4,15.5,0.43243243243243246,0.6666666666666666
1628,76.0,5.0,1.0,4.0,1150.53,0.05,18.54,62.05,21332.75,0.38,1185.15,51.0,12.0,8.0,20.0,48.0,100.0,89.0,9.0,1,0.13157894736842105,2.55,63.5,0.2,0.5393258426966292
1647,47.0,5.0,1.0,4.0,403.82,0.06,15.5,26.05,6259.18,0.13,347.73,28.0,10.0,7.0,14.0,14.0,53.0,31.0,9.0,1,0.2127659574468085,1.6470588235294117,37.5,0.2641509433962264,0.45161290322580644
1890,152.0,15.0,6.0,9.0,2448.26,0.03,34.96,70.04,85585.28,0.82,4754.74,109.0,22.0,19.0,25.0,59.0,218.0,165.0,29.0,1,0.19736842105263158,2.658536585365854,130.5,0.11467889908256881,0.3575757575757576
4579,27.0,12.0,1.0,12.0,828.0,0.01,102.0,8.11,84456.0,0.28,4692.0,15.0,0.0,10.0,12.0,4.0,139.0,68.0,23.0,0,0.9259259259259259,1.5,21.0,0.08633093525179857,0.058823529411764705
2661,113.0,42.0,35.0,24.0,7879.46,0.01,85.5,92.16,673693.46,2.63,37427.41,78.0,26.0,7.0,27.0,48.0,961.0,304.0,83.0,0,0.8938053097345132,2.3636363636363638,95.5,0.02809573361082206,0.15789473684210525
6576,14.0,2.0,1.0,2.0,183.32,0.21,4.76,38.47,873.45,0.06,48.53,7.0,2.0,3.0,9.0,17.0,21.0,18.0,3.0,0,0.35714285714285715,1.4,10.5,0.42857142857142855,0.9444444444444444
7931,10.0,3.0,3.0,2.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6.0,0.0,1.0,10.0,6.0,13.0,7.0,5.0,0,0.8,6.0,8.0,0.7692307692307693,0.8571428571428571
1755,134.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,0.16417910447761194,0.0,67.0,0.0,0.0
1624,160.0,4.0,1.0,4.0,3390.06,0.07,13.45,252.04,45598.02,1.13,2533.22,122.0,1.0,31.0,11.0,101.0,251.0,247.0,7.0,1,0.05625,3.8125,141.0,0.043824701195219126,0.4089068825910931
5565,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.75,0.0,2.0,0.0,0.0
3328,16.0,3.0,1.0,2.0,140.23,0.07,13.71,10.23,1923.16,0.05,106.84,9.0,2.0,1.0,16.0,7.0,19.0,12.0,5.0,0,0.375,3.0,12.5,0.8421052631578947,0.5833333333333334
5644,14.0,2.0,1.0,2.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8.0,0.0,3.0,11.0,11.0,25.0,15.0,3.0,0,0.35714285714285715,2.6666666666666665,11.0,0.44,0.7333333333333333
2406,44.0,10.0,4.0,4.0,1066.05,0.02,40.0,26.65,42641.9,0.36,2368.99,41.0,0.0,1.0,23.0,23.0,113.0,80.0,19.0,0,0.4090909090909091,41.0,42.5,0.20353982300884957,0.2875
2228,11.0,1.0,1.0,1.0,83.03,0.13,7.88,10.54,653.83,0.03,36.32,5.0,2.0,2.0,7.0,4.0,15.0,9.0,1.0,0,0.2727272727272727,1.25,8.0,0.4666666666666667,0.4444444444444444
7490,7.0,1.0,1.0,1.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4.0,0.0,1.0,6.0,5.0,8.0,6.0,1.0,0,0.42857142857142855,4.0,5.5,0.75,0.8333333333333334
8754,77.0,7.0,4.0,6.0,1344.36,0.06,17.11,78.59,22995.71,0.45,1277.54,51.0,13.0,10.0,13.0,38.0,137.0,100.0,13.0,0,0.22077922077922077,2.217391304347826,64.0,0.0948905109489051,0.38
1709,182.0,42.0,27.0,25.0,5219.64,0.02,65.26,79.97,340687.48,1.74,18927.08,148.0,5.0,7.0,30.0,74.0,457.0,322.0,83.0,1,0.5164835164835165,12.333333333333334,165.0,0.06564551422319474,0.22981366459627328
1503,15.0,2.0,1.0,2.0,182.84,0.13,7.5,24.38,1371.28,0.06,76.18,12.0,0.0,1.0,10.0,12.0,23.0,18.0,3.0,1,0.3333333333333333,12.0,13.5,0.43478260869565216,0.6666666666666666
10292,12.0,2.0,1.0,2.0,105.49,0.33,3.0,35.16,316.46,0.04,17.58,10.0,0.0,0.0,6.0,9.0,18.0,9.0,3.0,0,0.4166666666666667,0.0,11.0,0.3333333333333333,1.0
6140,32.0,4.0,4.0,4.0,408.42,0.09,11.07,36.89,4521.84,0.14,251.21,23.0,1.0,5.0,15.0,21.0,48.0,31.0,7.0,0,0.375,3.8333333333333335,27.5,0.3125,0.6774193548387096
8269,20.0,3.0,1.0,3.0,315.77,0.07,13.54,23.32,4275.02,0.11,237.5,15.0,0.0,3.0,16.0,13.0,43.0,22.0,5.0,0,0.35,5.0,17.5,0.37209302325581395,0.5909090909090909
2069,134.0,23.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1,0.34328358208955223,0.0,67.0,0.0,0.0
8363,14.0,1.0,1.0,1.0,156.0,0.1,10.0,15.6,1560.0,0.05,86.67,9.0,0.0,3.0,10.0,6.0,27.0,12.0,1.0,0,0.21428571428571427,3.0,11.5,0.37037037037037035,0.5
3882,72.0,16.0,11.0,5.0,1283.24,0.03,29.86,42.98,38313.75,0.43,2128.54,60.0,1.0,9.0,23.0,35.0,128.0,95.0,31.0,0,0.4444444444444444,6.0,66.0,0.1796875,0.3684210526315789
7515,28.0,12.0,11.0,11.0,666.81,0.05,20.57,32.4,13717.23,0.22,762.07,25.0,0.0,1.0,16.0,21.0,74.0,54.0,23.0,0,1.2142857142857142,25.0,26.5,0.21621621621621623,0.3888888888888889
1505,10.0,2.0,1.0,2.0,112.59,0.15,6.87,16.37,774.04,0.04,43.0,6.0,1.0,0.0,10.0,8.0,16.0,11.0,3.0,1,0.5,6.0,8.0,0.625,0.7272727272727273
10277,115.0,8.0,1.0,2.0,2287.5,0.01,69.54,32.89,159072.88,0.76,8837.38,85.0,14.0,14.0,19.0,25.0,236.0,183.0,15.0,0,0.09565217391304348,3.0357142857142856,100.0,0.08050847457627118,0.1366120218579235
9845,9.0,2.0,1.0,1.0,81.75,0.18,5.71,14.31,467.14,0.03,25.95,6.0,0.0,1.0,10.0,7.0,12.0,8.0,3.0,0,0.4444444444444444,6.0,7.5,0.8333333333333334,0.875
7531,54.0,7.0,1.0,6.0,678.28,0.05,20.87,32.5,14155.47,0.23,786.42,40.0,2.0,9.0,20.0,23.0,77.0,48.0,12.0,0,0.25925925925925924,3.6363636363636362,47.0,0.2597402597402597,0.4791666666666667
10039,8.0,1.0,1.0,1.0,74.01,0.5,2.0,37.0,148.02,0.02,8.22,6.0,0.0,0.0,4.0,9.0,11.0,9.0,1.0,0,0.375,0.0,7.0,0.36363636363636365,1.0
2060,902.0,37.0,1.0,37.0,31233.49,0.01,133.13,234.62,4157975.43,10.41,230998.66,525.0,206.0,135.0,44.0,215.0,2595.0,1301.0,55.0,1,0.08314855875831485,1.5395894428152492,713.5,0.01695568400770713,0.1652574942352037
7015,22.0,6.0,6.0,5.0,566.19,0.05,20.45,27.68,11581.23,0.19,643.4,19.0,0.0,3.0,20.0,22.0,60.0,45.0,11.0,0,0.7727272727272727,6.333333333333333,20.5,0.3333333333333333,0.4888888888888889
6708,45.0,4.0,1.0,3.0,628.96,0.05,21.86,28.78,13747.33,0.21,763.74,31.0,9.0,5.0,18.0,21.0,68.0,51.0,7.0,0,0.17777777777777778,2.2142857142857144,38.0,0.2647058823529412,0.4117647058823529
1453,16.0,2.0,1.0,2.0,135.93,0.12,8.57,15.86,1165.15,0.05,64.73,10.0,0.0,4.0,12.0,7.0,22.0,10.0,3.0,1,0.3125,2.5,13.0,0.5454545454545454,0.7
2098,1882.0,286.0,82.0,197.0,55140.81,0.01,188.01,293.29,10367010.97,18.38,575945.03,1599.0,78.0,202.0,172.0,1026.0,3149.0,2243.0,503.0,1,0.3002125398512221,5.710714285714285,1740.5,0.05462051444903144,0.45742309407044135
968,37.0,5.0,1.0,4.0,318.58,0.08,11.88,26.83,3783.11,0.11,210.17,29.0,1.0,5.0,15.0,12.0,48.0,19.0,9.0,1,0.2702702702702703,4.833333333333333,33.0,0.3125,0.631578947368421
1558,74.0,13.0,6.0,8.0,1105.43,0.03,29.24,37.81,32322.63,0.37,1795.7,50.0,12.0,10.0,17.0,25.0,119.0,86.0,25.0,1,0.36486486486486486,2.272727272727273,62.0,0.14285714285714285,0.29069767441860467
3270,7.0,1.0,1.0,1.0,41.21,0.42,2.4,17.17,98.9,0.01,5.49,6.0,0.0,1.0,4.0,5.0,7.0,6.0,1.0,0,0.42857142857142855,6.0,6.5,0.5714285714285714,0.8333333333333334
1892,91.0,10.0,8.0,9.0,1470.82,0.03,29.05,50.63,42729.29,0.49,2373.85,55.0,23.0,11.0,22.0,39.0,145.0,103.0,19.0,1,0.2967032967032967,1.6176470588235294,73.0,0.15172413793103448,0.3786407766990291
723,78.0,9.0,4.0,8.0,1434.0,0.03,34.89,41.1,50039.05,0.48,2779.95,56.0,0.0,21.0,26.0,38.0,137.0,102.0,17.0,1,0.2692307692307692,2.6666666666666665,67.0,0.1897810218978102,0.37254901960784315
8201,80.0,13.0,6.0,6.0,1385.21,0.03,32.85,42.16,45510.75,0.46,2528.37,61.0,1.0,10.0,21.0,31.0,146.0,97.0,25.0,0,0.3125,5.545454545454546,70.5,0.14383561643835616,0.31958762886597936
5141,41.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0.34146341463414637,0.0,20.5,0.0,0.0
8109,10.0,1.0,1.0,1.0,167.59,0.33,3.08,54.47,515.65,0.06,28.65,5.0,0.0,3.0,4.0,13.0,21.0,20.0,1.0,0,0.3,1.6666666666666667,7.5,0.19047619047619047,0.65
2077,513.0,82.0,8.0,76.0,10159.52,0.01,140.64,72.24,1428851.32,3.39,79380.63,452.0,4.0,54.0,65.0,113.0,870.0,489.0,127.0,1,0.3235867446393762,7.793103448275862,482.5,0.07471264367816093,0.2310838445807771
4625,59.0,3.0,1.0,1.0,427.87,0.05,22.0,19.45,9413.16,0.14,522.95,32.0,14.0,11.0,11.0,9.0,63.0,36.0,5.0,0,0.0847457627118644,1.28,45.5,0.1746031746031746,0.25
10592,12.0,3.0,1.0,3.0,125.34,0.12,8.56,14.65,1072.32,0.04,59.57,9.0,0.0,1.0,11.0,9.0,15.0,14.0,5.0,0,0.5833333333333334,9.0,10.5,0.7333333333333333,0.6428571428571429
6616,6.0,1.0,1.0,1.0,79.95,0.5,2.0,39.98,159.91,0.03,8.88,4.0,0.0,0.0,4.0,10.0,11.0,10.0,1.0,0,0.5,0.0,5.0,0.36363636363636365,1.0
10423,19.0,3.0,3.0,2.0,376.47,0.09,11.2,33.61,4216.49,0.13,234.25,16.0,0.0,1.0,14.0,20.0,42.0,32.0,5.0,0,0.42105263157894735,16.0,17.5,0.3333333333333333,0.625
10482,39.0,4.0,1.0,3.0,490.69,0.05,21.14,23.21,10374.57,0.16,576.36,30.0,0.0,6.0,16.0,14.0,63.0,37.0,7.0,0,0.20512820512820512,5.0,34.5,0.25396825396825395,0.3783783783783784
1666,117.0,18.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,0.41025641025641024,0.0,58.5,0.0,0.0
3628,87.0,4.0,1.0,2.0,2496.8,0.04,27.06,92.27,67560.4,0.83,3753.36,45.0,20.0,18.0,20.0,51.0,268.0,138.0,7.0,0,0.08045977011494253,1.1842105263157894,66.0,0.07462686567164178,0.3695652173913043
5998,33.0,2.0,1.0,2.0,166.91,0.12,8.67,19.26,1446.54,0.06,80.36,8.0,13.0,8.0,12.0,9.0,25.0,13.0,3.0,0,0.15151515151515152,0.38095238095238093,20.5,0.48,0.6923076923076923
10707,9.0,1.0,1.0,1.0,110.36,0.5,2.0,55.18,220.72,0.04,12.26,6.0,0.0,1.0,4.0,13.0,14.0,13.0,1.0,0,0.3333333333333333,6.0,7.5,0.2857142857142857,1.0
6286,15.0,3.0,3.0,1.0,166.8,0.07,15.0,11.12,2501.96,0.06,139.0,9.0,0.0,4.0,12.0,6.0,25.0,15.0,5.0,0,0.4666666666666667,2.25,12.0,0.48,0.4
2761,34.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0.6470588235294118,0.0,17.0,0.0,0.0
